Name,B,F,Var,HD,HIP,RA,Dec,vis. mag.,abs. mag.,Dist. (ly),Sp. class,Notes,Spectral type,Temperature,Mass,Radius,Luminosity,Surface gravity,Rotation,Age,Main Star
25 Cnc,d2,25,,71030,41319.0,08h 25m 49.99s,+17° 02′ 47.9″,6.11,2.85,147.0,F6V,,F6 V,6487.0 K,1.51 M☉,2.0 R☉,6.6 L☉,4.01 cgs,37.74 km/s,2.5 Gyr,False
46 Cnc,,46,,74485,42954.0,08h 45m 21.42s,+30° 41′ 51.9″,6.12,0.30,477.0,G5III,,G5 III,4966.0 K,2.65 M☉,11.0 R☉,125.9 L☉,2.8 cgs,6.6 km/s,740.0 Myr,False
φ2 Cnc A,φ2,23,,71150,41404.0,08h 26m 47.08s,+26° 56′ 07.7″,6.14,1.50,276.0,A3V,component of the φ2 Cnc system; suspected variable,A6Vor A5IV,7758.0 K,2.146 M☉,3.176 R☉,32.84 L☉,3.689 cgs,149.0 km/s,807.0 Myr,False
φ2 Cnc B,φ2,23,,71151,,08h 26m 47.00s,+26° 56′ 07.0″,6.19,1.55,276.0,A6V,component of the φ2 Cnc system,A6Vor A5IV,7758.0 K,2.146 M☉,3.176 R☉,32.84 L☉,3.689 cgs,149.0 km/s,807.0 Myr,False
4 LMi,,(4),,73596,42538.0,08h 40m 18.31s,+31° 56′ 31.1″,6.21,1.05,350.0,F5III,suspected variable,,,,,,,,,False
12 Cnc,,12,,67483,39874.0,08h 08m 42.44s,+13° 38′ 27.4″,6.25,1.59,278.0,F3V,,F3 V,6357.0 K,1.16 M☉,,17.94 L☉,3.6 cgs,52.3 km/s,2.466 Gyr,False
53 Cnc,,53,BO,75716,43575.0,08h 52m 28.60s,+28° 15′ 33.0″,6.25,−0.92,886.0,M3III,"slow irregular variable, Vmax = 5.9m, Vmin = 6.37m",M3 III,3622.0 K,,87.0 R☉,1175.0 L☉,,,,False
61 Cnc,,61,,76572,44031.0,08h 57m 58.63s,+30° 14′ 01.5″,6.25,2.75,164.0,F6V,,F4V,6396.0 K,1.4 M☉,,,3.87 cgs,5.0 km/s,2.5 Gyr,False
ε Cnc,ε,41,,73731,42556.0,08h 40m 27.03s,+19° 32′ 41.4″,6.29,0.16,548.0,Am,"Meleph, in Beehive Cluster",A5 III(kA3hA5mF0),8060.0 K,2.42 M☉,3.8 R☉,59.8 L☉,3.6 cgs,56.3 km/s,637.0 Myr,False
FZ Cnc,,,FZ,76830,44126.0,08h 59m 10.76s,+18° 08′ 06.1″,6.3,−0.35,697.0,M4IIIvar,semiregular variable,,,,,,,,,False
4 Cnc,ω2,4,,65856,39263.0,08h 01m 43.77s,+25° 05′ 22.0″,6.32,0.00,598.0,A1V,,A1 V,9354.0 K,2.59 M☉,2.55 R☉,68.0 L☉,3.886 cgs,159.0 km/s,506.0 Myr,False
υ2 Cnc,υ2,32,,72324,41940.0,08h 33m 00.14s,+24° 05′ 05.7″,6.35,0.80,421.0,G9III,,G9 III,4881.0 K,3.5 M☉,15.18 R☉,110.0 L☉,2.43 cgs,2.7 km/s,250.0 Myr,False
54 Cnc,,54,,75528,43454.0,08h 51m 01.53s,+15° 21′ 01.7″,6.36,3.35,130.0,G2IV,,G5 V-IVor G1V,5862.0 K,1.23 M☉,1.81 R☉,3.72 L☉,4.04 cgs,3.1 km/s,5.0 Gyr,False
39 Cnc,,39,,73665,42516.0,08h 40m 06.44s,+20° 00′ 28.1″,6.39,0.11,587.0,K0III,in Beehive Cluster; suspected variable,G8+ III-IIIb,4954.0 K,2.88 M☉,12.0 R☉,105.0 L☉,2.7 cgs,,460.0 Myr,False
X Cnc,,,X,76221,43811.0,08h 55m 22.88s,+17° 13′ 52.5″,6.4,−3.95,3622.0,"C6,4","semiregular variable, Vmax = 5.69m, Vmin = 6.94m, P = 180 d",C-N4.5 C25.5 MS3,3239.0 K,,208.0 R☉,4646.0 L☉,0.014 cgs,,,False
ψ1 Cnc,ψ1,13,,67690,40007.0,08h 10m 13.12s,+25° 50′ 40.4″,6.44,−1.06,1032.0,K0,,K3 III,4522.0 K,4.9 M☉,34.1 R☉,486.0 L☉,1.82 cgs,,,False
34 Cnc,,34,,72359,41904.0,08h 32m 39.87s,+10° 03′ 57.7″,6.48,0.38,541.0,A1V,suspected variable,A1 V,9661.0 K,2.67 M☉,2.7 R☉,69.84 L☉,,18.0 km/s,336.0 Myr,False
81 Cnc,π1,81,,79096,45170.0,09h 12m 17.87s,+14° 59′ 43.6″,6.49,4.93,67.0,G9V,,G8V+ K1V/ L8+ ~L8,5430.0 K,0.89 M☉,0.82 R☉,1.03 L☉,4.55 cgs,,,False
24 Cnc A,,24,,71152,41389.0,08h 26m 39.82s,+24° 32′ 03.7″,6.51,2.11,248.0,F0III,component of the 24 Cnc system; suspected variable,F0V / F7V,7331.0 K,1.5 M☉,1.6 R☉,6.3 L☉,4.17 cgs,,770.0 Myr,False
37 Cnc,,37,,73316,42353.0,08h 38m 05.19s,+09° 34′ 28.7″,6.54,1.25,373.0,A1V,,A1 V,9830.0 K,2.66 M☉,1.8 R☉,30.9 L☉,4.3 cgs,35.2 km/s,,False
35 Cnc,,35,,72779,42133.0,08h 35m 19.47s,+19° 35′ 24.3″,6.55,0.28,585.0,G0III,,G0 III,5950.0 K,1.072 M☉,0.981 R☉,77.23 L☉,,0.501 d,,False
ι Cnc B,ι,48,,74738,43100.0,08h 46m 40.00s,+28° 45′ 54.6″,6.58,2.77,188.0,G8II...,component of the ι Cnc system,G8IIIa Ba0.2,4954.0 K,2.376 M☉,21.0 R☉,204.0 L☉,2.5 cgs,170.0 km/s,263.0 Myr,False
40 Cnc,,40,,73666,42523.0,08h 40m 11.47s,+19° 58′ 16.2″,6.61,0.40,570.0,A1V,in Beehive Cluster; blue straggler,A1 V,9382.0 K,2.46 M☉,2.72 R☉,73.68 L☉,3.78 cgs,10.0 km/s,,False
83 Cnc,,83,,80218,45699.0,09h 18m 58.91s,+17° 42′ 20.4″,6.61,3.64,128.0,F5,,F4V+ WD,6218.0 K,1.13 M☉,1.53 R☉,3.135 L☉,3.99 cgs,,3.1 Gyr,False
