Name,B,F,Var,HD,HIP,RA,Dec,vis. mag.,abs. mag.,Dist. (ly),Sp. class,Notes,Spectral type,Temperature,Mass,Radius,Luminosity,Surface gravity,Rotation,Age,Main Star
ψ1 Ori,ψ1,25.0,V1086,35439,25302.0,05h 24m 44.83s,+01° 50′ 47.2″,4.89,−2.77,1109.0,B1V:pe,"γ Cas variable, Vmax = 4.76m, Vmin = 4.96m",B1Vn,24661.0 K,10.5 M☉,6.4 R☉,10500.0 L☉,4.0 cgs,316.0 km/s,100.0 Myr,False
51 Ori,b,51.0,,37984,26885.0,05h 42m 28.66s,+01° 28′ 28.8″,4.9,0.07,302.0,K1III,,K1III,4458.0 K,1.11 M☉,19.3 R☉,132.0 L☉,2.24 cgs,1.1 km/s,4.06 Gyr,False
69 Ori,f1,69.0,,42545,29434.0,06h 12m 03.28s,+16° 07′ 49.6″,4.95,−1.93,774.0,B5Vn,,B5Vn,17090.0 K,6.4 M☉,3.4 R☉,1442.0 L☉,4.05 cgs,285.0 km/s,40.0 Myr,False
θ2 Ori A,θ2,43.0,,37041,26235.0,05h 35m 22.90s,−05° 24′ 57.8″,4.98,−3.84,1895.0,O9.5Vpe,component of the θ2 Ori system; suspected variable,O9.5IVp+ B0.7V+ B5V,35000.0 K,29.0 M☉,8.2 R☉,85114.0 L☉,4.1 cgs,133.0 km/s,<2.0 Myr,False
23 Ori,m,23.0,,35149,25142.0,05h 22m 50.00s,+03° 32′ 40.0″,5.0,−2.35,962.0,B1V,suspected variable,B1V + B3V,25400.0 K,12.5 M☉,6.97 R☉,26546.0 L☉,4.078 cgs,350.0 km/s,15.4 Myr,False
74 Ori,k,74.0,,43386,29800.0,06h 16m 26.57s,+12° 16′ 18.2″,5.04,3.58,64.0,F5IV-V,,F5V,6595.0 K,1.39 M☉,1.3 R☉,3.02 L☉,4.34 cgs,18.8 km/s,2.316 Gyr,False
27 Ori,p,27.0,,35410,25282.0,05h 24m 28.91s,−00° 53′ 30.0″,5.07,1.46,172.0,K0III,suspected variable,,,,,,,,,False
θ1 Ori C,θ1 C,41.0,,37022,26221.0,05h 35m 16.47s,−05° 23′ 22.9″,5.13,-4.9,1600.0,O6Vpe,component of the Trapezium; triple star system; suspected variable,θ1Orionis C1: O6Vpθ1Orionis C2: B0V,39000.0 K,33.0 M☉,10.6 R☉,204000.0 L☉,4.1 cgs,24.0 km/s,2.5 Myr,False
64 Ori,,64.0,,41040,28691.0,06h 03m 27.36s,+19° 41′ 26.2″,5.14,−2.44,1069.0,B8V,suspected variable,,,,,,,,,False
6 Ori,g,6.0,,31283,22833.0,04h 54m 46.91s,+11° 25′ 33.5″,5.18,0.84,241.0,A3V,suspected variable,,,,,,,,,False
71 Ori,,71.0,,43042,29650.0,06h 14m 50.94s,+19° 09′ 24.8″,5.2,3.58,69.0,F6V,,,,,,,,,,False
60 Ori,,60.0,,40446,28296.0,05h 58m 49.58s,+00° 33′ 10.7″,5.21,−0.05,367.0,A1Vs,suspected variable,,,,,,,,,False
45 Ori,,45.0,,37077,26268.0,05h 35m 39.49s,−04° 51′ 21.9″,5.24,−0.04,370.0,F0III,,,,,,,,,,False
52 Ori,,52.0,,38710,27386.0,05h 48m 00.23s,+06° 27′ 15.2″,5.26,−0.58,479.0,A5V,,,,,,,,,,False
38 Ori,n2,38.0,,36777,26126.0,05h 34m 16.79s,+03° 46′ 01.0″,5.32,0.20,345.0,A2V,,,,,,,,,,False
5 Ori,,5.0,,31139,22730.0,04h 53m 22.76s,+02° 30′ 29.8″,5.33,−1.13,638.0,M1III,suspected variable,,,,,,,,,False
14 Ori,i,14.0,,33054,23879.0,05h 07m 52.87s,+08° 29′ 54.9″,5.33,1.46,194.0,Am,,,,,,,,,,False
21 Ori,,21.0,,34658,24817.0,05h 19m 11.23s,+02° 35′ 45.4″,5.34,1.42,198.0,F5IIvar,,,,,,,,,,False
72 Ori,f2,72.0,,43153,29704.0,06h 15m 25.13s,+16° 08′ 35.5″,5.34,−0.50,479.0,B7V,,,,,,,,,,False
VV Ori,,,VV,36695,26063.0,05h 33m 31.45s,−01° 09′ 21.9″,5.36,−3.41,1852.0,B1V,"Algol variable, Vmax = 5.31m, Vmin = 5.66m, P = 1.49 d",,26660.0 K,11.56 M☉,5.11 R☉,11700.0 L☉,4.08 cgs,,,False
55 Ori,,55.0,,39291,27658.0,05h 51m 21.98s,−07° 31′ 04.8″,5.36,−3.20,1680.0,B2IV-V,suspected variable,,,,,,,,,False
75 Ori,l,75.0,,43525,29850.0,06h 17m 06.62s,+09° 56′ 33.1″,5.39,0.93,254.0,A2V,,,,,,,,,,False
U Ori,,,U,39816,28041.0,05h 55m 49.30s,+20° 10′ 30.0″,5.4,,1420.0,M8III,"Mira variable, Vmax = 4.8m, Vmin = 13m, P = 377 d",M6e-M9.5e,2641.0 K,0.88 M☉,370.0 R☉,7000.0 L☉,0.44 cgs,,,False
16 Ori,h,16.0,,33254,23983.0,05h 09m 19.60s,+09° 49′ 46.6″,5.43,1.77,176.0,A2m,suspected variable,,,,,,,,,False
73 Ori,,73.0,,43247,29736.0,06h 15m 44.97s,+12° 33′ 03.9″,5.44,−2.72,1399.0,B9II-III,,,,,,,,,,False
33 Ori,n1,33.0,,36351,25861.0,05h 31m 14.53s,+03° 17′ 31.7″,5.46,−2.95,1567.0,B1.5V,,,,,,,,,,False
18 Ori,,18.0,,34203,24555.0,05h 16m 04.14s,+11° 20′ 28.9″,5.52,0.26,368.0,A0V,,,,,,,,,,False
35 Ori,,35.0,,36653,26093.0,05h 33m 54.29s,+14° 18′ 20.1″,5.6,−0.39,513.0,B3V,,,,,,,,,,False
Meissa B,λ,39.0,,36862,26207.0,05h 35m 08.50s,+09° 56′ 06.0″,5.61,-1.94,1055.0,B0.5V,component of the Meissa system,O9 III((f)),36000.0 K,34.0 M☉,10.0 R☉,200000.0 L☉,3.9 cgs,,4.2 Myr,False
66 Ori,,66.0,,41380,28814.0,06h 04m 58.36s,+04° 09′ 31.2″,5.63,−3.78,2489.0,G4III,,,,,,,,,,False
63 Ori,,63.0,,41361,28812.0,06h 04m 58.19s,+05° 25′ 11.9″,5.67,−1.97,1101.0,G7III:,,,,,,,,,,False
68 Ori,,68.0,,42509,29433.0,06h 12m 01.34s,+19° 47′ 26.1″,5.76,−1.61,970.0,B9.5V,,,,,,,,,,False
59 Ori,,59.0,V1004,40372,28271.0,05h 58m 24.44s,+01° 50′ 13.7″,5.89,0.72,353.0,A5me,"δ Sct variable, Vmax = 5.88m, Vmin = 5.92m, P = 0.06 d",A5me(kA7VmA7/F5III/Vp),7706.0 K,2.15 M☉,2.78 R☉,25.0 L☉,3.71 cgs,,,False
57 Ori,,57.0,,39698,27965.0,05h 54m 56.69s,+19° 44′ 58.6″,5.92,−2.25,1405.0,B2V,suspected variable,,,,,,,,,False
V1031 Ori,,,V1031,38735,27341.0,05h 47m 26.90s,−10° 31′ 58.5″,6.04,−0.47,653.0,A4V,"Algol variable, Vmax = 6.02m, Vmin = 6.43m, P = 3.41 d",,,,,,,,,False
W Ori,,,W,32736,23680.0,05h 05m 23.71s,+01° 10′ 39.5″,6.1,−0.56,700.0,C,"semiregular variable, Vmax = 5.5m, Vmin = 6.9m, P = 212 d","C-N5 C25.5(C5,4(N5))",2600.0 K,2.0 M☉,406.0 R☉,6761.0 L☉,0.6 cgs,,,False
13 Ori,,13.0,,33021,23852.0,05h 07m 38.32s,+09° 28′ 21.8″,6.15,3.89,92.0,G1IV,,,,,,,,,,False
CK Ori,,,CK,36217,25785.0,05h 30m 19.91s,+04° 12′ 17.5″,6.21,−0.02,574.0,K2III,not variable,,,,,,,,,False
BL Ori,,,BL,44984,30564.0,06h 25m 28.18s,+14° 43′ 19.2″,6.3,−1.70,1299.0,C,"semiregular variable, Vmax = 5.9m, Vmin = 6.6m, P = 153 d",,,,,,,,,False
V1197 Ori,,,V1197,38099,26953.0,05h 43m 09.32s,−01° 36′ 47.4″,6.31,−0.28,679.0,K4III,"rotating ellipsoidal variable, Vmax = 6.21m, Vmin = 6.31m, P = 143 d",,,,,,,,,False
HD 43819,,,V1155,43819,30019.0,06h 19m 01.85s,+17° 19′ 31.0″,6.32,−0.11,631.0,B9IIIsp...,"α2 CVn variable, ΔV = 0.02m, P = 15.03 d",,,,,,,,,False
V1649 Ori,,,V1649,35242,25205.0,05h 23m 31.08s,+05° 19′ 23.0″,6.34,1.96,245.0,A2V,δ Sct variable,,,,,,,,,False
θ2 Ori B,θ2,43.0,,37042,,05h 35m 26.40s,−05° 25′ 00.7″,6.38,,1895.0,B2-B5,component of the θ2 Ori system; suspected variable,O9.5IVp+ B0.7V+ B5V,35000.0 K,29.0 M☉,8.2 R☉,85114.0 L☉,4.1 cgs,133.0 km/s,<2.0 Myr,False
V1377 Ori,,,V1377,37055,26263.0,05h 35m 35.90s,−03° 15′ 10.2″,6.4,−3.12,2608.0,B3IV,slowly pulsating B star,,,,,,,,,False
V1357 Ori,,,V1357,42807,29525.0,06h 13m 12.46s,+10° 37′ 40.3″,6.44,5.15,59.0,G8V,"RS CVn variable, Vmax = 6.44m, Vmin = 6.49m",,,,,,,,,False
V1389 Ori,,,V1389,42787,29509.0,06h 12m 59.57s,+06° 00′ 58.6″,6.45,−0.24,709.0,M...,semiregular variable,,,,,,,,,False
HD 37808,,,V1051,37808,26728.0,05h 40m 46.19s,−10° 24′ 31.20″,6.46,0.38,536.0,B9.5IIIp Si,"α2 CVn variable, ΔV = 0.02m, P = 1.10 d",,,,,,,,,False
V1369 Ori,,,V1369,34959,25011.0,05h 21m 19.31s,+04° 00′ 43.1″,6.49,−1.42,1244.0,B5Vp,Be star,,,,,,,,,False
HD 37017,,,V1046,37017,26233.0,05h 35m 21.87s,−04° 29′ 39.02″,6.56,,1240.0,B1.5V,"eclipsing binary and SX Ari variable, Vmax = 6.54m, Vmin = 6.58m, P = 0.95 d",,23700.0 K,8.5 M☉,,3754.0 L☉,,0.901 d,,False
