Name,B,F,Var,HD,HIP,RA,Dec,vis. mag.,abs. mag.,Dist. (ly),Sp. class,Notes,Spectral type,Temperature,Mass,Radius,Luminosity,Surface gravity,Rotation,Age,Main Star
HD 220147,,,V812,220147.0,115267.0,23h 20m 48.92s,+62° 24′ 45.2″,8.12,,1060.0,B9p,α2 CVn variable,,,,,,,,,False
V641 Cas,,,V641,,,00h 09m 26.34s,+63° 57′ 14.1″,8.3,,,M0,semiregular variable,,,,,,,,,False
V368 Cas,,,V368,19644.0,14936.0,03h 12m 35.54s,+59° 55′ 10.9″,8.32,,,B8II-III,Algol variable,,,,,,,,,False
V605 Cas,,,V605,14242.0,10904.0,02h 20m 22.47s,+59° 40′ 16.9″,8.36,,1570.0,M2Iab,"slow irregular variable, Vmax = 8.22m, Vmin = 8.48m",,,,,,,,,False
TW Cas,,,TW,16907.0,12906.0,02h 45m 54.82s,+65° 43′ 35.1″,8.38,,849.0,A0V,"Algol variable, Vmax = 8.32m, Vmin = 8.98m, P = 1.43 d",,,,,,,,,False
HD 5797,,,V551,5797.0,4717.0,01h 00m 33.43s,+60° 26′ 40.9″,8.47,,1490.0,Am,"α2 CVn variable, Vmax = 8.43m, Vmin = 8.77m, P = 69 d",,,,,,,,,False
Z Cas,,,Z,222914.0,,23h 44m 31.59s,+56° 34′ 52.7″,8.5,,,M7e,"Mira variable, Vmax = 8.5m, Vmin = 15.4m, P = 496 d",,,,,,,,,False
DO Cas,,,DO,16506.0,12543.0,02h 41m 24.16s,+60° 33′ 11.8″,8.54,,533.0,A2II,"β Lyr variable, Vmax = 8.39m, Vmin = 9.01m, P = 0.68 d",,,,,,,,,False
HD 12098,,,V988,12098.0,,02h 00m 40.18s,+58° 31′ 37.1″,,,,F0,rapidly oscillating Ap star,,,,,,,,,False
RW Cas,,,RW,,7548.0,01h 37m 14.02s,+57° 45′ 33.2″,8.58,,,G2,"classical Cepheid, Vmax = 8.62m, Vmin = 9.67m, P = 14.79 d",,,,,,,,,False
DL Cas,,,DL,236429.0,2347.0,00h 29m 58.59s,+60° 12′ 43.1″,8.63,,1480.0,G1Ib-II_Hdel-1,"in NGC 129; classical Cepheid, Vmax = 8.63m, Vmin = 9.26m, P = 8.00 d",,,,,,,,,False
RX Cas,,,RX,,14542.0,03h 05m 45.75s,+67° 34′ 38.6″,8.64,,,K1III+A5eIII,"β Lyr variable, Vmax = 8.64m, Vmin = 9.49m, P = 32.31 d",,,,,,,,,False
Y Cas,,,Y,225082.0,,00h 03m 21.47s,+55° 40′ 51.8″,8.7,,,M7.5e,"Mira variable, Vmax = 8.7m, Vmin = 15.3m, P = 413 d",,,,,,,,,False
T Cas,,,T,1845.0,1834.0,00h 23m 14.27s,+55° 47′ 33.2″,8.87,,,M7-9e,"Mira variable, Vmax = 6.9m, Vmin = 13m, P = 445 d",,,,,,,,,False
PZ Cas,,,PZ,,117078.0,23h 44m 03.28s,+61° 47′ 22.2″,8.9,,,M3Iab:,semiregular variable,M3Iab,3605.0 K,25.0 (initial mass)M☉,1340.0 R☉,270000.0 )L☉,0.5 cgs,,10.0 Myr,False
BM Cas,,,BM,,4279.0,00h 54m 45.95s,+64° 05′ 06.2″,8.91,,1850.0,F0Ia,"β Lyr variable, Vmax = 8.78m, Vmin = 9.31m, P = 197 d",,,,,,,,,False
SX Cas,,,SX,232121.0,871.0,00h 10m 42.08s,+54° 53′ 29.4″,8.87,,771.0,B5+K3III,"Algol variable, Vmax = 8.96m, Vmin = 9.83m, P = 36.56 d",,,,,,,,,False
WW Cas,,,WW,,7260.0,01h 33m 32.69s,+57° 45′ 05.4″,9.1,,,"C5,5","slow irregular variable, Vmax = 9.1m, Vmin = 11.7m",,,,,,,,,False
FM Cas,,,FM,236349.0,1162.0,00h 14m 28.24s,+56° 15′ 10.6″,9.16,,,F7.5Ib,"classical Cepheid, Vmax = 8.82m, Vmin = 9.47m, P = 5.81 d",,,,,,,,,False
TZ Cas,,,TZ,,117763.0,23h 52m 56.24s,+61° 00′ 08.4″,9.18,,,M3Iab,"slow irregular variable, Vmax = 8.86m, Vmin = 10.5m",M3 Iab,3670.0 K,15.0 M☉,646.0 R☉,68500.0 L☉,0.01 cgs,,,False
AZ Cas,,,AZ,,,01h 42m 16.51s,+61° 25′ 16.3″,9.22,,,M0Ib:ep+B,"Algol variable, Vmax = 9.22m, Vmin = 9.52m, P = 3402 d",,,,,,,,,False
TX Cas,,,TX,,,02h 52m 16.19s,+62° 46′ 57.5″,9.33,,,B1V,"β Lyr variable, Vmax = 9.16m, Vmin = 9.8m, P = 2.93 d",,,,,,,,,False
X Cas,,,X,,9057.0,01h 56m 38.09s,+59° 15′ 33.7″,9.45,,942.0,"C5,4e","Mira variable, Vmax = 9.45m, Vmin = 13.2m, P = 423 d",,,,,,,,,False
XX Cas,,,XX,,,01h 29m 34.61s,+60° 58′ 04.7″,9.57,,,B4Vn,Algol variable,,,,,,,,,False
SZ Cas,,,SZ,,11420.0,02h 27m 13.77s,+59° 27′ 38.2″,9.6,,1210.0,G5III,"classical Cepheid, Vmax = 9.6m, Vmin = 10.02m, P = 13.63 d",,,,,,,,,False
SW Cas,,,SW,,114160.0,23h 07m 10.08s,+58° 33′ 15.1″,9.74,,1520.0,K0,"classical Cepheid, Vmax = 9.32m, Vmin = 10.01m, P = 5.44 d",,,,,,,,,False
UU Cas,,,UU,,117576.0,23h 50m 39.52s,+60° 54′ 39.1″,9.74,,,B1Iab:,β Lyr variable,,,,,,,,,False
DD Cas,,,DD,,118122.0,23h 57m 34.96s,+62° 43′ 05.7″,9.84,,,F7,"classical Cepheid, Vmax = 9.56m, Vmin = 10.18m, P = 9.81 d",,,,,,,,,False
PV Cas,,,PV,240208.0,,23h 10m 02.58s,+59° 12′ 06.1″,9.86,,,B6V,"Algol variable, Vmax = 9.71m, Vmin = 10.36m, P = 1.75 d",,,,,,,,,False
SY Cas,,,SY,,1213.0,00h 15m 09.81s,+58° 25′ 27.4″,9.92,,1210.0,F5,"classical Cepheid, Vmax = 9.4m, Vmin = 10.24m, P = 4.07 d",,,,,,,,,False
DN Cas,,,DN,,,02h 23m 11.53s,+60° 49′ 50.1″,9.93,,,O8Vv,"Algol variable, Vmax = 9.81m, Vmin = 10.24m, P = 2.31 d",,,,,,,,,False
RY Cas,,,RY,,117690.0,23h 52m 07.03s,+58° 44′ 30.2″,9.95,,,F9Ib,"classical Cepheid, Vmax = 9.38m, Vmin = 10.39m, P = 12.14 d",,,,,,,,,False
XY Cas,,,XY,236542.0,3886.0,00h 49m 53.26s,+60° 07′ 38.6″,9.97,,1190.0,F6Iab-b:...,"classical Cepheid, Vmax = 9.61m, Vmin = 10.26m, P = 4.50 d",,,,,,,,,False
OX Cas,,,OX,,5391.0,01h 09m 00.10s,+61° 28′ 14.8″,10.06,,1230.0,B1V,"Algol variable, Vmax = 9.9m, Vmin = 10.35m, P = 2.49 d",,,,,,,,,False
RS Cas,,,RS,,116556.0,23h 37m 16.06s,+62° 25′ 44.4″,10.06,,,F7-G1Ib,"classical Cepheid, Vmax = 9.53m, Vmin = 10.36m, P = 6.39 d",,,,,,,,,False
QQ Cas,,,QQ,,,23h 45m 36.75s,+59° 54′ 21.6″,10.2,,,B2,β Lyr variable,,,,,,,,,False
V381 Cas,,,V381,,,00h 32m 51.61s,+49° 19′ 39.3″,10.22,,,B,Algol variable,,,,,,,,,False
QX Cas,,,QX,,,23h 58m 43.15s,+61° 09′ 39.5″,10.25,,,B1V+B1V,"Algol variable, Vmax = 10.19m, Vmin = 10.7m, P = 6.00 d",,,,,,,,,False
V547 Cas,,,V547,,2552.0,00h 32m 29.43s,+67° 14′ 08.4″,10.29,,32.8,M2V+M3V,triple star; flare star,M2.5Ve / M3V,3500.0 K,0.136 (C)M☉,0.5 (A)R☉,0.04 L☉,,<4.0 km/s,,False
AQ Cas,,,AQ,,6174.0,01h 19m 10.35s,+62° 23′ 48.4″,10.31,,,B3,"Algol variable, Vmax = 10.06m, Vmin = 11m, P = 11.72 d",,,,,,,,,False
AB Cas,,,AB,,12235.0,02h 37m 31.51s,+71° 18′ 16.3″,10.32,,888.0,A3Vv+...,"Algol and δ Sct variable, Vmax = 10.1m, Vmin = 11.85m, P = 1.37 d",,,,,,,,,False
V459 Cas,,,V459,,,01h 11m 29.92s,+61° 08′ 48.0″,10.36,,,B9,Algol variable,,,,,,,,,False
BY Cas,,,BY,,8312.0,01h 47m 11.92s,+61° 25′ 21.0″,10.41,,,F5,"classical Cepheid, Vmax = 10.06m, Vmin = 10.58m, P = 3.22 d",,,,,,,,,False
VX Cas,,,VX,,,00h 31m 30.68s,+61° 58′ 51.0″,10.5,,,A0Vep,"UX Ori star, Vmax = 10.5m, Vmin = 13.3m",,,,,,,,,False
WR 1,,,V863,4004.0,3415.0,00h 43m 28.40s,+64° 45′ 35.4″,10.54,,,WN4-s,,WN4-s,112200.0 K,27.0 M☉,2.26 R☉,760000.0 L☉,,6.5 km/s,,False
MWC 419,,,V594,,3401.0,00h 43m 18.26s,+61° 54′ 40.1″,10.6,,657.0,B8eq,Orion variable,,,,,,,,,False
CE Cas,,,CE,,,23h 58m 09.31s,+61° 12′ 49.3″,10.63,,10800.0,F9Ib+F8Ib,"in NGC 7790; binary classical Cepheid, Vmax = 10.63m, Vmin = 11.15m, P = 5.14 d and Vmax = 10.62m, Vmin = 11.30m, P = 4.48 d",,,,,,,,,False
CD Cas,,,CD V405,,117154.0,23h 45m 02.63s,+63° 00′ 13.9″,10.64,,1230.0,F6-G5,"classical Cepheid, Vmax = 10.37m, Vmin = 11.15m, P = 7.80 d",,,,,,,,,False
VW Cas,,,VW,,5138.0,01h 05m 48.22s,+61° 45′ 17.8″,10.67,,,K0,"classical Cepheid, Vmax = 10.36m, Vmin = 11.07m, P = 5.99 d",,,,,,,,,False
VV Cas,,,VV,,8614.0,01h 51m 07.03s,+59° 53′ 17.5″,10.73,,,F6,"classical Cepheid, Vmax = 10.26m, Vmin = 11.2m, P = 6.21 d",,,,,,,,,False
DF Cas,,,DF,,12817.0,02h 44m 43.31s,+61° 27′ 52.9″,10.74,,,F8,"classical Cepheid, Vmax = 10.53m, Vmin = 11.13m, P = 3.83 d",,,,,,,,,False
V364 Cas,,,V364,,,00h 52m 43.01s,+50° 28′ 10.2″,10.75,,,A7,"Algol variable, Vmax = 10.53m, Vmin = 11.22m, P = 1.54 d",,,,,,,,,False
WY Cas,,,WY,,,23h 58m 01.30s,+56° 29′ 13.5″,10.76,,,S6-6.5/6-e,Mira variable,,,,,,,,,False
ZZ Cas,,,ZZ,,2644.0,00h 33m 30.38s,+62° 30′ 40.2″,10.79,,1290.0,B3,β Lyr variable,,,,,,,,,False
CH Cas,,,CH,,115390.0,23h 22m 28.44s,+62° 45′ 25.7″,10.79,,,F3Ibp,"classical Cepheid, Vmax = 10.47m, Vmin = 11.56m, P = 15.09 d",,,,,,,,,False
CF Cas,,,CF,,118174.0,23h 58m 17.98s,+61° 13′ 15.8″,10.8,,10800.0,B3,"in NGC 7790; classical Cepheid, Vmax = 10.8m, Vmin = 11.47m, P = 4.88 d",,,,,,,,,False
BP Cas,,,BP,,5846.0,01h 15m 01.09s,+65° 35′ 57.9″,10.8,,,F6,"classical Cepheid, Vmax = 10.55m, Vmin = 11.33m, P = 6.27 d",,,,,,,,,False
LS I +61 303,,,V615,,12469.0,02h 40m 31.67s,+61° 13′ 45.6″,10.8,,,B0Ve,"microquasar, Vmax = 10.4m, Vmin = 11.1m, P = 26.50 d",B0Ve,22500.0 K,14.6 M☉,6.9 R☉,50000.0 L☉,3.38 cgs,,,False
V523 Cas,,,V523,,,00h 40m 06.26s,+50° 14′ 15.5″,10.87,,,K4V,"W UMa variable, Vmax = 10.62m, Vmin = 11.45m, P = 0.23 d",,,,,,,,,False
CW Cas,,,CW,,,00h 45m 52.69s,+63° 05′ 08.4″,11.08,,1340.0,G8V,"W UMa variable, Vmax = 11.02m, Vmin = 11.62m, P = 0.32 d",,,,,,,,,False
2S 0114+650,,,V662,,6081.0,01h 18m 02.70s,+65° 17′ 29.9″,11.09,,,B1Iae,"X-ray pulsar, Vmax = 10.97m, Vmin = 11.09m, P = 11.60 d",,,,,,,,,False
IR Cas,,,IR,,,23h 06m 52.37s,+54° 04′ 52.2″,11.14,,,F4...,β Lyr variable,,,,,,,,,False
IT Cas,,,IT,,,23h 42m 01.40s,+51° 44′ 36.8″,11.23,,,F6,Algol variable,,,,,,,,,False
CG Cas,,,CG,,,00h 00m 59.25s,+60° 57′ 32.2″,11.28,,,F5,"classical Cepheid, Vmax = 10.89m, Vmin = 11.73m, P = 4.35 d",,,,,,,,,False
RX J0146.9+6121,,,V831,,,01h 47m 00.21s,+61° 31′ 23.7″,11.34,,,B1III-Ve,"in NGC 663; X-ray pulsar, Vmax = 11.3m, Vmin = 11.5m",,,,,,,,,False
IV Cas,,,IV,,,23h 49m 31.53s,+53° 08′ 04.8″,11.34,,,A2,Algol and δ Sct variable,,,,,,,,,False
IX Cas,,,IX,,390.0,00h 04m 50.82s,+50° 14′ 05.5″,11.36,,637.0,F7,"W Vir variable, Vmax = 11.19m, Vmin = 11.77m, P = 9.15 d",,,,,,,,,False
UZ Cas,,,UZ,,5658.0,01h 12m 41.16s,+61° 12′ 48.1″,11.45,,1840.0,G2,"classical Cepheid, Vmax = 10.93m, Vmin = 11.73m, P = 4.26 d",,,,,,,,,False
GP Cas,,,GP,,12416.0,02h 39m 50.44s,+59° 35′ 51.3″,11.5,,,M2Iab,slow irregular variable,,,,,,,,,False
MWC 1080,,,V628,,114995.0,23h 17m 25.58s,+60° 50′ 43.4″,11.58,,,B0eq,"Orion variable, Vmax = 10.88m, Vmin = 11.84m",,,,,,,,,False
CY Cas,,,CY,,115925.0,23h 29m 12.77s,+63° 22′ 27.5″,11.67,,,G1-2Ib,"classical Cepheid, Vmax = 11.07m, Vmin = 12.21m, P = 14.38 d",,,,,,,,,False
UV Cas,,,UV,,,23h 02m 14.66s,+59° 36′ 36.7″,11.8,,,F0/5Ib,R CrB variable,,,,,,,,,False
BS Cas,,,BS,,,01h 21m 38.57s,+59° 10′ 27.1″,11.84,,,A-F,"W UMa variable, Vmax = 11.50m, Vmin = 12.16m, P = 0.44 d",,,,,,,,,False
Gliese 82,,,V596,,9291.0,01h 59m 23.51s,+58° 31′ 16.1″,12.04,,39.9,M4Ve,flare star,,,,,,,,,False
V627 Cas,,,V627,,113373.0,22h 57m 40.99s,+58° 09′ 12.5″,12.4,,,M2eII-III,"semiregular variable, Vmax = 12.4m, Vmin = 13.24m",,,,,,,,,False
TY Cas,,,TY,,,00h 36m 59.42s,+63° 08′ 01.7″,,,,M6,Mira variable,,,,,,,,,False
V592 Cas,,,V592,,,00h 20m 52.22s,+55° 42′ 16.3″,12.79,,,OB,"nova-like star, ΔV = 0.4m, P = 0.12 d",,,,,,,,,False
HV Cas,,,HV,,,01h 11m 03.48s,+53° 43′ 40.2″,12.9,,,Ce,Mira variable,,,,,,,,,False
BH Cas,,,BH,,,00h 21m 21.38s,+59° 09′ 05.4″,13.0,,,B3,"W UMa variable, Vmax = 12.51m, Vmin = 13.10m, P = 0.41 d",,,,,,,,,False
LkHα 198,,,V633,,,00h 11m 25.83s,+58° 49′ 28.6″,13.79,,,B9e,Herbig Ae/Be star; Orion variable,,,,,,,,,False
V664 Cas,,,V664,,,03h 03m 47.01s,+64° 54′ 35.7″,14.56,,,,"central star of HFG 1, re-radiating binary system",,,,,,,,,False
V425 Cas,,,V425,,,23h 03m 46.66s,+53° 17′ 14.9″,,,,,VY Scl variable,,,,,,,,,False
V709 Cas,,,V709,,,00h 28m 48.84s,+59° 17′ 22.0″,,,,,DQ Her variable,,,,,,,,,False
4U 0115+634,,,V635,,,01h 18m 31.90s,+63° 44′ 24.0″,15.19,,,B0.2Ve,"X-ray pulsar, Vmax = 14.5m, Vmin = 16.3m, P = 24.3 d",,,,,,,,,False
V376 Cas,,,V376,,,00h 11m 26.52s,+58° 50′ 03.7″,,,,A3/F2e,Orion variable,,,,,,,,,False
IGR J00234+6141,,,V1033,,,00h 22m 57.64s,+61° 41′ 07.6″,16.1,,,,"DQ Her variable, Vmax = 16.1m, Vmin = 16.9m, P = 0.17 d",,,,,,,,,False
V705 Cas,,,V705,,,23h 41m 47.19s,+57° 30′ 59.5″,16.4,,,,"nova, Vmax = 5.7m, Vmin = 16.4m",,,,,,,,,False
V723 Cas,,,V723,,,01h 05m 05.36s,+54° 00′ 40.3″,18.0,,,A7,"nova, Vmax = 7.08m, Vmin = <18.0m",,,,,,,,,False
RNO 1B,,,V710,,,00h 36m 46.30s,+63° 28′ 54.1″,18.6,,,F8II,"FU Ori star, Vmax = 18.6m, Vmin = 21.6m",,,,,,,,,False
HT Cas,,,HT,,,01h 10m 13.13s,+60° 04′ 35.4″,19.32,,,M5.5e,"SU UMa variable and eclipsing binary, Vmax = 12.6m, Vmin = 19.32m",,,,,,,,,False
IGR J00291+5934,,,V1037,,,00h 29m 13.06s,+59° 34′ 19.0″,,,,,X-ray pulsar with millisecond pulsar,,,,,,,,,False
OH 127.8+0.0,,,V669,,,01h 33m 51.21s,+62° 26′ 53.2″,,,,M9III,Mira variable,,,,,,,,,False
